id,attraction_id,author,description,url,source_platform_id,created_at
53d444a54f01e1361648c160e64af43f,c1c7a1bab25a9a9d26f3700c9ae50dd8,享艾美時尚診所,,https://www.facebook.com/reel/1155411162579347/?__cft__[0]=AZV7oeywcVl1uYkrp3VBnv6bZgUEvdYGRec1qLxyAQElLguKQuWsZOCu45XBosb6TWZnmXJB3cOfe1PKMhGKgAMjVymtsveerEXr3IFsn0KN1SD-_Pgnjgia5wImOr_oQMiqQAfeJKkHQoVOiMa_EbAb-HAzQgunjlIQhwPKrA9IcA&__tn__=%2CO%2CP-R,fb,2024-05-03
26aa1e2c05db2f0f83500c3195decc1d,c1c7a1bab25a9a9d26f3700c9ae50dd8,DFit跳床運動教室,你知道這是什麼嗎？你相信這很酷的東西能紓壓嗎？課程內容：成人/親子跳床、兒童體適能、核心運動小班制教練課程，一班3-10人預約制不绑堂，適合無法固定時段上課的媽媽、上班族免年費、月費體態…… 查看更多,https://www.facebook.com/permalink.php?story_fbid=pfbid02es8Wio7ad1V5BG8W3G53XyCREHQnrcJ5CA7Q6wvNrwAsX1SMgYP5zVtuketf8Esxl&id=100084923285428&__cft__[0]=AZV5IbUYiA46dvJuE8QPlp5ax7WS49RvwpRc5fITBLsvUNpYwRbQ22S3k5df3yBFp0eEZIzmPFESyU240t59d3O5uhR-nLmZkVKEjwBQQK4iOAcm3rPHifltaiOTVvNYPHd6xTRE5XhdaUVKjO-oSeHm9qJp3BVb6XPyT89Hi0ZPIk5pmsJAJo3WJxyaeBqBIfLKP5lGc4lf7CgO1DCd_JEx&__tn__=%2CO%2CP-R,fb,2024-05-08
7a9f110276c8510a6286260352c77315,c1c7a1bab25a9a9d26f3700c9ae50dd8,遠雄台北大巨蛋,嘿嘿，人生有達成一個成就了，剛好有觀賞到「台灣目前最多人看球賽的紀錄」，趕上台灣奇蹟紀錄超爽的啦！謝謝小阿姨每次都出球賽錢讓我去看球賽，也謝謝您讓有有幸參與到這次「台灣最多人同時看球賽」的紀錄，每次您都給我安排在頭等坐蠻不好意思的。真的很謝謝您願意給我這樣的一次機會這次還去了旁邊的煙酒場，裡面一堆文青品都蠻好看的，不過也蠻常看到一些牙技會看到的器具（戰車啦.手機啦.等等的），其實蠻覺得有趣好笑的    這項我也在場看過的「台灣最多人同時看球賽」的紀錄我會吹一輩子的XD有這個機緣能夠遇到太爽了！#台灣最多人同時觀看的球賽場次#國父紀念館#松山…… 查看更多,https://www.facebook.com/abcd0909238822/posts/pfbid02TfsmwwDRTuputTcx9hwfmdVg8FvXKVMa2wHDvZG47vdN7qEXScdWkbxD6xScQK2sl?__cft__[0]=AZVHaPqobRXOfExcT8HBNH4tIlhK3BJcYPk6IJ3GQ0d2dLUI8bKi4_w5I_ePbicKAWzB_hIYlIdR0s99k9nX1n4a0-Njv27As_CQJzLlFnM5besKG58lHtSkMNGo9-lpsrhdgxQ8115bgxxPp_QJ8F8bBaEcw8XGPGxNn4VmZkuOYAVIAU9U2BBzXW50hq3i5HkcIeKrsFYs3O2JtV4wdCY6&__tn__=%2CO%2CP-R,fb,2024-04-14
d03a408bae7c993e832a12ffeadf9570,c1c7a1bab25a9a9d26f3700c9ae50dd8,翡冷翠牙醫診所 Neo Renaissance Dental Clinic,#翡冷翠五星好評 「我們希望這個流程不要成為你的痛苦。」我們堅持！將人性化的診療服務貫穿始終，讓每一位踏入翡冷翠的患者都能感受到超乎想像的看牙體驗。…… 查看更多,https://www.facebook.com/nrdentaltw/posts/pfbid0LHE9ugnB3pZ5QmeDhkDQzJGS31JMoBP33BMoUgMzL5MkdCyDtszRFZWwNSNNXCxal?__cft__[0]=AZWasPQypJIcW8Se4pnz4PAvx6tvAw9gv_657WWdkZSmAXUcdvkBog_XQw-fWchXAKZG1YFHltYwE-cwQIDVrEprw3A3XQoQmv1yCw0pE6WL1updgYjwhNmiT09ddXOOGlONjFUQqcdtbT4wLA9lJwdsG641wRIi_jFGLEzm4VcUVAwojpDFavYSqMCY18laWlcfoocA3r7vBbIkbKsIHSmr&__tn__=%2CO%2CP-R,fb,2024-04-10
6accafbacc39b92a31a384b1c6916617,c1c7a1bab25a9a9d26f3700c9ae50dd8,✨ 台北合租生活 🛋 | 台北租屋 套房 雅房 | Shared House in Taipei,大安區雅芳出租#國父紀念館 #忠孝敦化 #雙捷運 溫馨好宅兩個大陽台 可以曬棉被 不怕霉味…… 查看更多,https://www.facebook.com/groups/750999186679710/?multi_permalinks=986890969757196&hoisted_section_header_type=recently_seen&__cft__[0]=AZXRF0nHrMZVFMwDW-M22IFnZIx2X8u6TnZoZ6dAxwFk3Fkzt0aCCCw62KOsm63GAkaOyDy6B2mAL-gQoUZ22VCmM_0xvjXiOEjxWjik--JoKHJCLqCUmPM17cCsWJbJF8ee9jMaKDQEXm2D9zgamuez3ps7zrLK-uypbLOQTsNaKN4q7z9UkSXs-f2Od3eWadJWeFjUrjChP_PdAM_QYo94&__tn__=%2CO%2CP-R,fb,2024-05-06
8b6161b267d69b621f94e688ab043a3f,c1c7a1bab25a9a9d26f3700c9ae50dd8,Tako,,https://www.facebook.com/reel/337261902364440/?__cft__[0]=AZVPF8GxjVVyamfYNuiGPzeGRvNl6sOgxKF8soyEizedVTbamWzbGb_aIVoyqzJndbHTqjUofcR4HJuM_gSgD0hVA_AV0-0CcKPtelHjGb3ZiHBrJeQ9laevxNJ-RA_n3ovC_2v_s9NYP1GnwzdzonJWZZf99dDlURsoDysqAL0pow&__tn__=%2CO%2CP-R,fb,2024-05-08
0f9a72c3634e5877a1efa14b568e39b4,c1c7a1bab25a9a9d26f3700c9ae50dd8,鯊魚俱樂部┌(。Д。)┐,今天跟鯊鯊寶貝們，一起來測試新的鯊車好不好用。第一站國父紀念館（有放廣角拍攝101）還不錯第二站東區素食麥當勞（東西有點小貴，但是很好吃）第三站西門大橋：有遇到 #企鵝牌冰塊 他有跟鯊鯊們合照PS因為他要修圖所以暫時沒有照片…… 查看更多,https://www.facebook.com/groups/685320825264579/?multi_permalinks=1896314250831891&hoisted_section_header_type=recently_seen&__cft__[0]=AZW1Qb_N0DUjzWiXN5l5lsAdPPl0XjXG2lHZ_K4I2kjvrT5i3I3rUAGg9bPRHdfFT0eJr93c8Unq089msLpYXV3Esxvmqi2vV5gUl9TmGBTZE4uzeZTpkbRm1RsLpCLhGjGL-2AZB2S1kBBZ52SgYkxaPeqNd_L2F1VghoW-S_QUzWGDhQ1N8WDFq3bvfBo1AcZ6Xoreqr__bBnK9DmcP9Q6Xznul7pFlig548U86M-TagAlxgwAPxhwTEXsyf1gDz4&__tn__=%2CO%2CP-R,fb,2024-05-08
5d88606962c875fe1575efcdc9db56f7,c1c7a1bab25a9a9d26f3700c9ae50dd8,抹妹 >؂∂ 台北/台中/桃園美食,,https://www.facebook.com/reel/1178752276617987/?__cft__[0]=AZXS0A2YB8DHZjYCXtu2VF8j-klqqmB12S1SJyZyZ6uYq0wIh9KKv_PNeLJPvAn4Csdh50RVuK5u-er7HyTyKAptK-dm9jGv1_TbzRO21sWK8TOJhQnQ6-DQMvjqrQKkBDAz7sdAwyG0WvenEVYXPDVY90aIlZH3i3KYLQam4apt2A&__tn__=%2CO%2CP-R,fb,2024-03-05
04c5fcb230f7f498ff2b91ecc64bd994,c1c7a1bab25a9a9d26f3700c9ae50dd8,ꪔ̤̮ 00愛食記｜台北☼信義☀︎板橋☼新莊美食｜ꪔ̤̥,,https://www.facebook.com/reel/3545659025702693/?__cft__[0]=AZUMYGI5wVJcFSaiBqhumBX9X_u-Io4ncWhnIgj6MhCp9sJ-ilcmRvxEsBLPdRtyGbb6VR-xJ8Pxb6Y6ElzC0vDxIW9h9yLlZDMQJrwgN-h2gFGtkdmUbaIp1AANpxr0V8xDgdHy03NFhyickx0Lsmvai3Z5N4BylzoNeU7hFvyg1w&__tn__=%2CO%2CP-R,fb,2024-01-19
857c0697379491b9794da4ee0a892520,c1c7a1bab25a9a9d26f3700c9ae50dd8,享艾美時尚診所,,https://www.facebook.com/reel/1564723737706580/?__cft__[0]=AZUm4fsh81BFOQ8zMPEXWXqfowsVbcSCM7amjyTHo6hRlsrXftdeWPoyJdogUoMKW8hg6hKJj7v04Z4KaqldCgeMdzRFZPDn0wUVvhWyKELzgrS9Kpj-gxOsM1AidUaII0hmlA254dJSi_C2Z_anO9WRp-MLGr5xn-WnVZuJ2-ZJtQ&__tn__=%2CO%2CP-R,fb,2024-05-07
